CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15330,32,2,714.96,3,2,3,323,Potential Loyalist
15332,366,4,1661.06,1,3,4,134,Loyal Customer
15333,208,1,1028.56,1,1,3,113,At Risk
15334,156,3,350.82,1,3,2,132,Potential Loyalist
15335,53,1,170.22,2,1,1,211,Others
15339,66,3,557.57,2,3,2,232,Potential Loyalist
15341,80,1,2020.52,2,1,4,214,Others
15342,116,2,391.76,2,2,2,222,Potential Loyalist
15343,87,1,364.5,2,1,2,212,Others
15344,0,5,476.58,4,3,2,432,Others
15345,35,2,367.69,3,2,2,322,Potential Loyalist
15346,332,1,252.42000000000002,1,1,1,111,Lost Customer
15347,366,1,201.60000000000002,1,1,1,111,Lost Customer
15348,72,1,158.04,2,1,1,211,Others
15349,158,2,463.90999999999997,1,2,2,122,Potential Loyalist
15350,373,1,115.65,1,1,1,111,Lost Customer
15351,12,10,1836.69,4,4,4,444,Champion
15353,254,2,770.12,1,2,3,123,At Risk
15355,29,2,277.05,3,2,1,321,Potential Loyalist
15356,31,10,2718.03,3,4,4,344,Loyal Customer
15358,4,29,8235.65,4,4,4,444,Champion
15360,39,1,427.93,3,1,2,312,Others
15361,361,1,418.92,1,1,2,112,Others
15363,241,2,318.05,1,2,2,122,Potential Loyalist
15364,95,2,913.19,2,2,3,223,Potential Loyalist
15365,25,9,1330.45,3,4,3,343,Loyal Customer
15366,75,2,602.51,2,2,2,222,Potential Loyalist
15367,57,5,1867.69,2,3,4,234,Loyal Customer
15368,21,1,446.94000000000005,3,1,2,312,Others
15369,144,1,-1592.49,1,1,1,111,Lost Customer
15370,40,8,2360.55,3,4,4,344,Loyal Customer
15372,137,1,2007.3999999999999,2,1,4,214,Others
15373,8,13,2213.11,4,4,4,444,Champion
15374,128,1,168.0,2,1,1,211,Others
15376,40,3,1221.56,3,3,3,333,Loyal Customer
15379,169,8,3631.8900000000003,1,4,4,144,Loyal Customer
15380,8,6,1682.3600000000001,4,4,4,444,Champion
15381,213,2,596.85,1,2,2,122,Potential Loyalist
15382,14,8,5927.86,4,4,4,444,Champion
15384,169,3,635.76,1,3,2,132,Potential Loyalist
15385,40,1,316.88,3,1,2,312,Others
15386,186,1,394.14,1,1,2,112,Others
15388,270,1,140.54,1,1,1,111,Lost Customer
15389,172,1,500.0,1,1,2,112,Others
15392,4,5,1515.73,4,3,3,433,Loyal Customer
15393,16,2,231.86,4,2,1,421,Others
15394,9,4,2183.54,4,3,4,434,Loyal Customer
15395,325,1,107.45,1,1,1,111,Lost Customer
15396,112,1,288.18,2,1,1,211,Others
15397,289,1,94.0,1,1,1,111,Lost Customer
15398,16,3,1339.63,4,3,3,433,Loyal Customer
15399,1,3,815.77,4,3,3,433,Loyal Customer
15400,92,6,666.7,2,4,3,243,Loyal Customer
15402,148,2,626.77,1,2,2,122,Potential Loyalist
15405,189,1,349.1,1,1,2,112,Others
15406,18,4,426.61,3,3,2,332,Potential Loyalist
15407,33,4,1046.74,3,3,3,333,Loyal Customer
15408,264,1,267.18,1,1,1,111,Lost Customer
15410,84,8,3450.84,2,4,4,244,Loyal Customer
15411,26,5,1336.43,3,3,3,333,Loyal Customer
15412,171,1,190.53,1,1,1,111,Lost Customer
15414,9,3,774.9000000000001,4,3,3,433,Loyal Customer
15415,313,1,559.61,1,1,2,112,Others
15416,64,5,3974.37,2,3,4,234,Loyal Customer
15417,85,1,508.8,2,1,2,212,Others
15419,24,1,135.86,3,1,1,311,Others
15421,58,4,950.36,2,3,3,233,Loyal Customer
15422,323,2,97.7,1,2,1,121,Potential Loyalist
15423,38,1,43.5,3,1,1,311,Others
15424,254,2,383.34,1,2,2,122,Potential Loyalist
15426,19,7,1386.58,3,4,3,343,Loyal Customer
15427,33,3,1430.54,3,3,3,333,Loyal Customer
15428,15,1,93.78,4,1,1,411,Others
15429,26,3,364.90000000000003,3,3,2,332,Potential Loyalist
15432,23,1,171.19,3,1,1,311,Others
15433,79,3,417.87,2,3,2,232,Potential Loyalist
15434,8,6,997.48,4,4,3,443,Loyal Customer
15435,22,1,149.29,3,1,1,311,Others
15436,12,3,1067.75,4,3,3,433,Loyal Customer
15437,262,1,200.16,1,1,1,111,Lost Customer
15438,131,1,156.57999999999998,2,1,1,211,Others
15440,54,3,383.68,2,3,2,232,Potential Loyalist
15442,248,1,594.0,1,1,2,112,Others
15443,1,8,3188.84,4,4,4,444,Champion
15444,9,2,1411.21,4,2,3,423,Others
15445,264,1,113.5,1,1,1,111,Lost Customer
15447,330,1,155.17,1,1,1,111,Lost Customer
15448,312,1,494.64,1,1,2,112,Others
15449,26,5,971.22,3,3,3,333,Loyal Customer
15450,30,1,429.84,3,1,2,312,Others
15452,29,3,528.48,3,3,2,332,Potential Loyalist
15453,1,7,1371.77,4,4,3,443,Loyal Customer
15454,362,1,179.1,1,1,1,111,Lost Customer
15456,283,3,434.59000000000003,1,3,2,132,Potential Loyalist
15457,262,1,237.07,1,1,1,111,Lost Customer
15458,25,1,161.64,3,1,1,311,Others
15460,354,1,214.26,1,1,1,111,Lost Customer
15462,94,3,234.6,2,3,1,231,Potential Loyalist
15463,29,1,126.14,3,1,1,311,Others
15464,338,1,1044.65,1,1,3,113,At Risk
15465,19,24,6945.0199999999995,3,4,4,344,Loyal Customer
15466,85,1,334.53,2,1,2,212,Others
15467,9,4,511.88,4,3,2,432,Others
15468,35,5,438.46,3,3,2,332,Potential Loyalist
15469,43,4,504.5,3,3,2,332,Potential Loyalist
15471,2,1,454.48,4,1,2,412,Others
15472,113,1,371.56,2,1,2,212,Others
15473,14,10,1465.2,4,4,3,443,Loyal Customer
15475,77,1,454.10999999999996,2,1,2,212,Others
15478,40,2,1399.92,3,2,3,323,Potential Loyalist
15480,116,1,905.5,2,1,3,213,Others
15482,15,16,6393.52,4,4,4,444,Champion
15483,161,4,225.26,1,3,1,131,Potential Loyalist
15484,1,5,3559.21,4,3,4,434,Loyal Customer
15485,30,3,2564.5,3,3,4,334,Loyal Customer
15488,92,1,91.32000000000001,2,1,1,211,Others
15489,22,4,1090.03,3,3,3,333,Loyal Customer
15491,95,7,3090.85,2,4,4,244,Loyal Customer
15492,28,2,659.4599999999999,3,2,3,323,Potential Loyalist
15493,32,7,1918.86,3,4,4,344,Loyal Customer
15494,21,2,1280.58,3,2,3,323,Potential Loyalist
15497,17,3,1259.7,3,3,3,333,Loyal Customer
15498,0,35,12396.46,4,4,4,444,Champion
15500,8,4,1131.56,4,3,3,433,Loyal Customer
15502,15,23,5541.46,4,4,4,444,Champion
15503,362,1,141.04,1,1,1,111,Lost Customer
15504,81,1,52.83,2,1,1,211,Others
15505,52,7,3497.14,2,4,4,244,Loyal Customer
15506,22,3,972.08,3,3,3,333,Loyal Customer
15507,171,1,475.86,1,1,2,112,Others
15508,189,6,1000.27,1,4,3,143,Loyal Customer
15510,330,1,250.0,1,1,1,111,Lost Customer
15511,11,5,900.53,4,3,3,433,Loyal Customer
15512,155,2,121.0,1,2,1,121,Potential Loyalist
15513,31,22,14520.08,3,4,4,344,Loyal Customer
15514,12,13,2907.45,4,4,4,444,Champion
15516,44,3,62.43,3,3,1,331,Potential Loyalist
15517,233,1,267.03,1,1,1,111,Lost Customer
15518,64,13,1890.99,2,4,4,244,Loyal Customer
15520,1,1,343.5,4,1,2,412,Others
15521,36,13,2574.65,3,4,4,344,Loyal Customer
15522,32,2,397.99,3,2,2,322,Potential Loyalist
15523,84,1,412.01000000000005,2,1,2,212,Others
15524,24,1,440.0,3,1,2,312,Others
15525,2,4,719.47,4,3,3,433,Loyal Customer
15526,33,2,148.44,3,2,1,321,Potential Loyalist
15527,18,10,2347.57,3,4,4,344,Loyal Customer
15528,254,1,229.33,1,1,1,111,Lost Customer
15529,22,12,3935.15,3,4,4,344,Loyal Customer
15530,21,4,1497.31,3,3,3,333,Loyal Customer
15531,8,2,1972.39,4,2,4,424,Others
15532,25,6,1500.88,3,4,3,343,Loyal Customer
15533,19,5,746.92,3,3,3,333,Loyal Customer
15535,173,7,426.4,1,4,2,142,Potential Loyalist
15537,163,1,110.92,1,1,1,111,Lost Customer
15539,7,1,538.46,4,1,2,412,Others
15540,11,1,213.3,4,1,1,411,Others
15541,114,1,85.13000000000001,2,1,1,211,Others
15543,288,1,127.86,1,1,1,111,Lost Customer
15544,8,11,3542.51,4,4,4,444,Champion
15545,54,2,288.96999999999997,2,2,1,221,Potential Loyalist
15547,7,14,4910.6,4,4,4,444,Champion
15549,77,4,1643.96,2,3,4,234,Loyal Customer
15550,4,4,575.63,4,3,2,432,Others
15551,36,1,436.06,3,1,2,312,Others
15552,217,1,90.12,1,1,1,111,Lost Customer
15553,60,1,428.93,2,1,2,212,Others
15554,277,1,217.2,1,1,1,111,Lost Customer
15555,12,20,4747.89,4,4,4,444,Champion
15556,24,1,279.77,3,1,1,311,Others
15557,28,1,468.91,3,1,2,312,Others
15561,11,5,722.74,4,3,3,433,Loyal Customer
15562,351,1,134.55,1,1,1,111,Lost Customer
15563,8,7,1319.69,4,4,3,443,Loyal Customer
15565,50,2,173.16,3,2,1,321,Potential Loyalist
15567,18,1,186.01,3,1,1,311,Others
15568,2,3,758.29,4,3,3,433,Loyal Customer
15569,103,5,1375.71,2,3,3,233,Loyal Customer
15570,7,13,4093.27,4,4,4,444,Champion
15571,11,4,650.4300000000001,4,3,3,433,Loyal Customer
15572,4,7,2533.42,4,4,4,444,Champion
15573,31,2,591.1899999999999,3,2,2,322,Potential Loyalist
15574,177,4,675.64,1,3,3,133,Loyal Customer
15576,37,1,921.37,3,1,3,313,Others
15577,151,3,258.88,1,3,1,131,Potential Loyalist
15578,162,1,127.1,1,1,1,111,Lost Customer
15579,68,2,327.6,2,2,2,222,Potential Loyalist
15581,120,14,3425.77,2,4,4,244,Loyal Customer
15582,24,3,682.9100000000001,3,3,3,333,Loyal Customer
15584,23,5,718.36,3,3,3,333,Loyal Customer
15585,176,1,455.3,1,1,2,112,Others
15587,50,4,913.6800000000001,3,3,3,333,Loyal Customer
15589,252,4,456.58,1,3,2,132,Potential Loyalist
15590,289,1,-30.19,1,1,1,111,Lost Customer
15592,46,1,388.58,3,1,2,312,Others
15593,70,1,199.8,2,1,1,211,Others
15594,15,6,1767.53,4,4,4,444,Champion
15596,100,9,1343.34,2,4,3,243,Loyal Customer
15597,29,2,315.71999999999997,3,2,2,322,Potential Loyalist
15598,35,3,235.68,3,3,1,331,Potential Loyalist
15599,26,2,761.74,3,2,3,323,Potential Loyalist
15601,11,17,6745.36,4,4,4,444,Champion
15602,8,15,1083.63,4,4,3,443,Loyal Customer
15603,78,1,48.480000000000004,2,1,1,211,Others
15604,52,1,216.39,2,1,1,211,Others
15605,36,5,1198.23,3,3,3,333,Loyal Customer
15606,57,11,2422.64,2,4,4,244,Loyal Customer
15607,336,1,104.76,1,1,1,111,Lost Customer
15608,28,4,1093.68,3,3,3,333,Loyal Customer
15609,182,2,270.03000000000003,1,2,1,121,Potential Loyalist
15610,51,1,112.46000000000001,2,1,1,211,Others
15611,9,15,1568.39,4,4,3,443,Loyal Customer
15612,36,2,195.15,3,2,1,321,Potential Loyalist
15615,10,27,10360.04,4,4,4,444,Champion
15618,32,5,747.031,3,3,3,333,Loyal Customer
15619,10,1,336.40000000000003,4,1,2,412,Others
15620,50,6,1524.4,3,4,3,343,Loyal Customer
15621,4,6,1158.77,4,4,3,443,Loyal Customer
15622,3,16,3224.53,4,4,4,444,Champion
15623,141,1,301.03,2,1,2,212,Others
15624,116,4,588.13,2,3,2,232,Potential Loyalist
15625,100,8,1504.56,2,4,3,243,Loyal Customer
15626,74,2,675.8,2,2,3,223,Potential Loyalist
15628,4,10,2865.64,4,4,4,444,Champion
15630,45,3,1180.4,3,3,3,333,Loyal Customer
15632,15,10,3147.31,4,4,4,444,Champion
15634,17,1,243.55,3,1,1,311,Others
15636,89,2,724.76,2,2,3,223,Potential Loyalist
15637,52,1,223.36,2,1,1,211,Others
15638,301,1,-94.0,1,1,1,111,Lost Customer
15639,134,1,425.32,2,1,2,212,Others
15640,4,17,12336.74,4,4,4,444,Champion
15641,105,4,1887.2,2,3,4,234,Loyal Customer
15643,179,6,647.4,1,4,3,143,Loyal Customer
15644,166,4,803.54,1,3,3,133,Loyal Customer
15645,18,1,612.01,3,1,2,312,Others
15646,157,4,425.14000000000004,1,3,2,132,Potential Loyalist
15648,204,4,582.0500000000001,1,3,2,132,Potential Loyalist
15649,336,2,816.0,1,2,3,123,At Risk
15651,36,3,646.3,3,3,3,333,Loyal Customer
15652,91,1,337.74,2,1,2,212,Others
15653,92,2,877.4399999999999,2,2,3,223,Potential Loyalist
15654,9,2,922.53,4,2,3,423,Others
15655,233,2,511.32,1,2,2,122,Potential Loyalist
15656,45,4,748.5,3,3,3,333,Loyal Customer
15657,22,1,30.0,3,1,1,311,Others
15658,190,8,958.9,1,4,3,143,Loyal Customer
15659,43,1,306.45,3,1,2,312,Others
15660,25,12,1552.01,3,4,3,343,Loyal Customer
15661,317,2,309.8,1,2,2,122,Potential Loyalist
15663,106,1,138.14,2,1,1,211,Others
15664,50,2,358.63,3,2,2,322,Potential Loyalist
15665,168,2,2222.21,1,2,4,124,At Risk
15667,39,1,301.32,3,1,2,312,Others
15668,217,1,76.32000000000001,1,1,1,111,Lost Customer
15669,40,5,677.69,3,3,3,333,Loyal Customer
15670,296,1,173.05,1,1,1,111,Lost Customer
15671,18,10,2635.4900000000002,3,4,4,344,Loyal Customer
15673,88,4,2726.23,2,3,4,234,Loyal Customer
15674,73,8,1744.02,2,4,4,244,Loyal Customer
15675,81,3,323.69,2,3,2,232,Potential Loyalist
15676,9,5,3324.09,4,3,4,434,Loyal Customer
15677,49,1,657.23,3,1,3,313,Others
15678,52,1,352.7,2,1,2,212,Others
15679,24,4,781.28,3,3,3,333,Loyal Customer
15680,9,3,1333.68,4,3,3,433,Loyal Customer
15681,18,6,946.36,3,4,3,343,Loyal Customer
15683,117,1,193.75,2,1,1,211,Others
15687,8,11,2981.5,4,4,4,444,Champion
15689,119,2,254.1,2,2,1,221,Potential Loyalist
15690,4,2,239.76,4,2,1,421,Others
15691,252,1,136.8,1,1,1,111,Lost Customer
15692,28,1,191.04,3,1,1,311,Others
15694,0,15,6423.6,4,4,4,444,Champion
15695,266,2,409.98,1,2,2,122,Potential Loyalist
15696,33,12,2619.11,3,4,4,344,Loyal Customer
15699,17,1,309.65,3,1,2,312,Others
15700,172,3,664.03,1,3,3,133,Loyal Customer
15701,2,4,1529.0,4,3,3,433,Loyal Customer
15703,264,1,211.5,1,1,1,111,Lost Customer
15704,140,4,2293.62,2,3,4,234,Loyal Customer
15705,201,1,143.1,1,1,1,111,Lost Customer
15706,59,7,1001.8100000000001,2,4,3,243,Loyal Customer
15707,35,4,916.98,3,3,3,333,Loyal Customer
15708,40,11,3200.73,3,4,4,344,Loyal Customer
15709,283,1,133.25,1,1,1,111,Lost Customer
15712,9,5,1072.3600000000001,4,3,3,433,Loyal Customer
15713,143,3,346.75,2,3,2,232,Potential Loyalist
15714,11,2,330.03000000000003,4,2,2,422,Others
15716,145,4,1101.1100000000001,1,3,3,133,Loyal Customer
15717,234,1,150.3,1,1,1,111,Lost Customer
15719,32,14,5028.42,3,4,4,344,Loyal Customer
15720,24,1,598.73,3,1,2,312,Others
15721,11,1,471.40000000000003,4,1,2,412,Others
15722,35,6,2169.86,3,4,4,344,Loyal Customer
15723,364,1,190.7,1,1,1,111,Lost Customer
15724,201,3,212.3,1,3,1,131,Potential Loyalist
15725,15,1,415.25,4,1,2,412,Others
15727,16,7,5159.06,4,4,4,444,Champion
15728,49,1,-134.8,3,1,1,311,Others
15729,198,2,62.0,1,2,1,121,Potential Loyalist
15730,65,4,1108.38,2,3,3,233,Loyal Customer
15732,212,2,294.12,1,2,2,122,Potential Loyalist
15733,282,1,162.3,1,1,1,111,Lost Customer
15734,114,2,1339.45,2,2,3,223,Potential Loyalist
15737,14,12,1121.21,4,4,3,443,Loyal Customer
15738,18,19,4788.77,3,4,4,344,Loyal Customer
15739,66,1,449.12,2,1,2,212,Others
15740,49,1,154.88,3,1,1,311,Others
15743,16,4,775.96,4,3,3,433,Loyal Customer
15744,77,1,34.8,2,1,1,211,Others
15745,8,6,1071.24,4,4,3,443,Loyal Customer
15746,134,2,182.96,2,2,1,221,Potential Loyalist
15747,12,3,946.64,4,3,3,433,Loyal Customer
15748,40,1,144.36,3,1,1,311,Others
15749,235,4,21535.9,1,3,4,134,Loyal Customer
15750,2,9,2448.8,4,4,4,444,Champion
15752,39,8,2618.15,3,4,4,344,Loyal Customer
15753,304,1,79.2,1,1,1,111,Lost Customer
15754,50,4,455.67,3,3,2,332,Potential Loyalist
15755,1,8,2318.88,4,4,4,444,Champion
15756,61,4,528.01,2,3,2,232,Potential Loyalist
15757,65,2,714.42,2,2,3,223,Potential Loyalist
15758,24,1,205.25,3,1,1,311,Others
15759,218,3,253.04,1,3,1,131,Potential Loyalist
15762,65,2,583.75,2,2,2,222,Potential Loyalist
15763,31,3,1048.67,3,3,3,333,Loyal Customer
15764,81,10,3245.47,2,4,4,244,Loyal Customer
15766,64,1,315.06,2,1,2,212,Others
15768,115,4,581.8299999999999,2,3,2,232,Potential Loyalist
15769,7,29,51823.72,4,4,4,444,Champion
15773,5,1,635.6800000000001,4,1,2,412,Others
15774,68,1,270.8,2,1,1,211,Others
15775,245,1,104.9,1,1,1,111,Lost Customer
15776,133,1,241.62,2,1,1,211,Others
15777,241,5,1021.61,1,3,3,133,Loyal Customer
15780,183,3,475.28000000000003,1,3,2,132,Potential Loyalist
15781,25,4,333.56,3,3,2,332,Potential Loyalist
15782,9,4,2593.94,4,3,4,434,Loyal Customer
15783,10,1,246.3,4,1,1,411,Others
15785,29,8,2303.75,3,4,4,344,Loyal Customer
15786,43,5,4821.0,3,3,4,334,Loyal Customer
15787,26,3,933.26,3,3,3,333,Loyal Customer
15789,358,1,351.3,1,1,2,112,Others
15790,10,1,218.75,4,1,1,411,Others
15791,43,3,1604.44,3,3,3,333,Loyal Customer
15793,9,4,948.96,4,3,3,433,Loyal Customer
15795,149,1,610.01,1,1,2,112,Others
15796,1,10,2663.6600000000003,4,4,4,444,Champion
15797,113,4,2207.4,2,3,4,234,Loyal Customer
15799,75,3,884.14,2,3,3,233,Loyal Customer
15800,107,2,696.89,2,2,3,223,Potential Loyalist
15801,46,4,1042.19,3,3,3,333,Loyal Customer
15802,142,3,-451.42,2,3,1,231,Potential Loyalist
15803,51,1,415.82000000000005,2,1,2,212,Others
15804,0,19,3848.55,4,4,4,444,Champion
15805,23,20,5411.87,3,4,4,344,Loyal Customer
15806,46,3,784.58,3,3,3,333,Loyal Customer
15807,50,3,903.9,3,3,3,333,Loyal Customer
15808,306,5,3641.07,1,3,4,134,Loyal Customer
15809,35,6,399.21,3,4,2,342,Potential Loyalist
15810,78,7,1145.43,2,4,3,243,Loyal Customer
15811,17,9,2171.32,3,4,4,344,Loyal Customer
15812,107,5,1801.14,2,3,4,234,Loyal Customer
15813,207,2,1303.9099999999999,1,2,3,123,At Risk
15814,3,6,1842.73,4,4,4,444,Champion
15815,63,5,2100.6,2,3,4,234,Loyal Customer
15819,49,4,1905.45,3,3,4,334,Loyal Customer
15820,319,1,206.98,1,1,1,111,Lost Customer
15821,44,2,570.96,3,2,2,322,Potential Loyalist
15822,3,2,885.47,4,2,3,423,Others
15823,337,2,-840.76,1,2,1,121,Potential Loyalist
15825,172,1,532.94,1,1,2,112,Others
15826,51,4,1649.3600000000001,2,3,4,234,Loyal Customer
15827,73,20,1641.48,2,4,4,244,Loyal Customer
15829,99,2,636.14,2,2,2,222,Potential Loyalist
15830,29,2,547.7,3,2,2,322,Potential Loyalist
15831,58,4,740.64,2,3,3,233,Loyal Customer
15832,254,1,836.79,1,1,3,113,At Risk
15834,70,6,2076.3,2,4,4,244,Loyal Customer
15835,44,4,954.09,3,3,3,333,Loyal Customer
15836,45,2,117.47,3,2,1,321,Potential Loyalist
15837,64,1,391.98,2,1,2,212,Others
15838,11,21,33350.76,4,4,4,444,Champion
15839,25,5,1020.74,3,3,3,333,Loyal Customer
15840,58,3,345.66,2,3,2,232,Potential Loyalist
15841,64,6,1209.1,2,4,3,243,Loyal Customer
15843,303,1,118.95000000000002,1,1,1,111,Lost Customer
15844,46,1,130.73999999999998,3,1,1,311,Others
15845,17,10,3650.87,3,4,4,344,Loyal Customer
15847,38,2,389.27,3,2,2,322,Potential Loyalist
15850,19,2,234.88,3,2,1,321,Potential Loyalist
15852,186,2,160.71,1,2,1,121,Potential Loyalist
15853,51,1,110.8,2,1,1,211,Others
15854,4,12,2969.12,4,4,4,444,Champion
15855,136,5,712.24,2,3,3,233,Loyal Customer
15856,4,31,15929.74,4,4,4,444,Champion
15857,18,1,297.0,3,1,2,312,Others
15858,15,5,1427.57,4,3,3,433,Loyal Customer
15860,40,8,965.16,3,4,3,343,Loyal Customer
15861,12,9,2981.92,4,4,4,444,Champion
15862,8,4,832.88,4,3,3,433,Loyal Customer
15863,25,2,68.84,3,2,1,321,Potential Loyalist
15864,22,8,1769.7800000000002,3,4,4,344,Loyal Customer
15865,40,3,895.13,3,3,3,333,Loyal Customer
15866,101,1,211.89,2,1,1,211,Others
15867,5,16,3795.29,4,4,4,444,Champion
15869,277,2,149.64,1,2,1,121,Potential Loyalist
15870,32,1,351.44,3,1,2,312,Others
15872,14,2,316.25,4,2,2,422,Others
15874,63,9,4330.67,2,4,4,244,Loyal Customer
15877,1,3,437.83,4,3,2,432,Others
15880,369,2,299.03,1,2,2,122,Potential Loyalist
15881,312,8,438.24,1,4,2,142,Potential Loyalist
15882,198,5,495.36,1,3,2,132,Potential Loyalist
15883,2,2,396.48,4,2,2,422,Others
15885,92,3,379.35,2,3,2,232,Potential Loyalist
15886,60,1,181.09,2,1,1,211,Others
15888,79,2,141.27,2,2,1,221,Potential Loyalist
15889,156,2,420.07,1,2,2,122,Potential Loyalist
15891,226,1,511.68,1,1,2,112,Others
15894,253,2,258.25,1,2,1,121,Potential Loyalist
15895,149,1,179.17,1,1,1,111,Lost Customer
15897,194,2,208.59,1,2,1,121,Potential Loyalist
15898,1,6,1379.63,4,4,3,443,Loyal Customer
15899,368,1,56.25,1,1,1,111,Lost Customer
15900,23,1,337.28,3,1,2,312,Others
15901,16,3,351.73,4,3,2,432,Others
15903,9,8,5126.34,4,4,4,444,Champion
15904,8,1,164.68,4,1,1,411,Others
15906,19,8,1521.79,3,4,3,343,Loyal Customer
15907,3,3,882.72,4,3,3,433,Loyal Customer
15909,173,1,191.94,1,1,1,111,Lost Customer
15910,0,8,1228.88,4,4,3,443,Loyal Customer
15912,178,2,264.62,1,2,1,121,Potential Loyalist
15916,16,10,1466.01,4,4,3,443,Loyal Customer
15917,247,1,123.1,1,1,1,111,Lost Customer
15918,190,2,334.23,1,2,2,122,Potential Loyalist
15919,19,2,525.69,3,2,2,322,Potential Loyalist
15920,154,4,167.5,1,3,1,131,Potential Loyalist
15921,172,1,323.03000000000003,1,1,2,112,Others
15922,372,2,363.6,1,2,2,122,Potential Loyalist
15923,372,1,127.08,1,1,1,111,Lost Customer
15925,194,1,207.15,1,1,1,111,Lost Customer
15930,67,1,426.63,2,1,2,212,Others
15932,4,11,2461.85,4,4,4,444,Champion
15933,21,3,1107.46,3,3,3,333,Loyal Customer
15935,239,2,416.86,1,2,2,122,Potential Loyalist
15937,64,1,145.35,2,1,1,211,Others
15938,112,5,404.58,2,3,2,232,Potential Loyalist
15939,89,16,6102.26,2,4,4,244,Loyal Customer
15940,311,2,31.799999999999997,1,2,1,121,Potential Loyalist
15942,133,1,337.44,2,1,2,212,Others
15944,276,1,325.1,1,1,2,112,Others
15945,365,1,181.0,1,1,1,111,Lost Customer
15947,82,1,1708.24,2,1,4,214,Others
15948,8,2,955.24,4,2,3,423,Others
15949,16,2,364.72,4,2,2,422,Others
15950,1,5,1684.46,4,3,4,434,Loyal Customer
15951,1,3,669.57,4,3,3,433,Loyal Customer
15952,33,4,781.91,3,3,3,333,Loyal Customer
15953,15,10,1632.4299999999998,4,4,4,444,Champion
15955,24,16,4389.81,3,4,4,344,Loyal Customer
15957,31,1,428.89,3,1,2,312,Others
15958,74,1,104.35,2,1,1,211,Others
15963,19,2,470.76,3,2,2,322,Potential Loyalist
15965,17,4,808.87,3,3,3,333,Loyal Customer
15967,23,2,397.68,3,2,2,322,Potential Loyalist
15969,2,4,582.9,4,3,2,432,Others
15970,303,1,314.1,1,1,2,112,Others
15971,17,12,4199.85,3,4,4,344,Loyal Customer
15973,235,3,99.77000000000002,1,3,1,131,Potential Loyalist
15974,39,8,3429.55,3,4,4,344,Loyal Customer
15975,84,1,371.01,2,1,2,212,Others
15976,165,2,427.64,1,2,2,122,Potential Loyalist
15977,17,2,1054.73,3,2,3,323,Potential Loyalist
15978,77,1,1098.78,2,1,3,213,Others
15980,88,3,2398.86,2,3,4,234,Loyal Customer
15981,24,8,3408.48,3,4,4,344,Loyal Customer
15983,22,4,1465.12,3,3,3,333,Loyal Customer
15984,2,11,2759.93,4,4,4,444,Champion
15985,123,3,1037.42,2,3,3,233,Loyal Customer
15986,30,1,168.12,3,1,1,311,Others
15987,12,7,1432.77,4,4,3,443,Loyal Customer
15988,19,1,156.78,3,1,1,311,Others
15990,44,2,792.11,3,2,3,323,Potential Loyalist
15992,3,1,41.989999999999995,4,1,1,411,Others
15993,8,10,2736.92,4,4,4,444,Champion
15994,54,1,414.27,2,1,2,212,Others
15996,88,7,1016.6800000000001,2,4,3,243,Loyal Customer
15998,36,6,3074.42,3,4,4,344,Loyal Customer
16000,2,3,12393.7,4,3,4,434,Loyal Customer
16003,29,5,2735.37,3,3,4,334,Loyal Customer
16005,12,4,578.71,4,3,2,432,Others
16006,211,1,101.4,1,1,1,111,Lost Customer
16007,47,4,1693.81,3,3,4,334,Loyal Customer
16008,23,3,478.78,3,3,2,332,Potential Loyalist
16009,22,4,972.11,3,3,3,333,Loyal Customer
16010,245,3,392.4,1,3,2,132,Potential Loyalist
16011,8,16,3352.96,4,4,4,444,Champion
16012,35,3,1415.29,3,3,3,333,Loyal Customer
16013,3,54,33366.25,4,4,4,444,Champion
16014,35,4,637.58,3,3,2,332,Potential Loyalist
16015,3,4,689.6999999999999,4,3,3,433,Loyal Customer
16016,3,10,1440.06,4,4,3,443,Loyal Customer
16017,47,1,211.88,3,1,1,311,Others
16018,39,2,408.90000000000003,3,2,2,322,Potential Loyalist
16019,1,10,3450.2400000000002,4,4,4,444,Champion
16020,16,3,851.01,4,3,3,433,Loyal Customer
16022,260,1,602.63,1,1,2,112,Others
16023,46,3,719.81,3,3,3,333,Loyal Customer
16024,12,1,251.03,4,1,1,411,Others
16025,29,1,439.65999999999997,3,1,2,312,Others
16026,43,1,236.09,3,1,1,311,Others
16027,91,7,852.12,2,4,3,243,Loyal Customer
16029,38,76,53168.69,3,4,4,344,Loyal Customer
16030,309,1,331.24,1,1,2,112,Others
16031,92,2,547.9,2,2,2,222,Potential Loyalist
16033,5,27,8690.03,4,4,4,444,Champion
16034,196,3,437.7,1,3,2,132,Potential Loyalist
16036,87,2,758.92,2,2,3,223,Potential Loyalist
16037,269,3,855.02,1,3,3,133,Loyal Customer
16038,7,4,454.33000000000004,4,3,2,432,Others
16040,65,3,1313.55,2,3,3,233,Loyal Customer
16041,30,3,3166.4,3,3,4,334,Loyal Customer
16042,22,7,1127.57,3,4,3,343,Loyal Customer
16043,37,4,773.99,3,3,3,333,Loyal Customer
16045,119,4,1340.7,2,3,3,233,Loyal Customer
16048,85,3,243.69000000000003,2,3,1,231,Potential Loyalist
16049,40,3,1074.81,3,3,3,333,Loyal Customer
16050,173,1,137.9,1,1,1,111,Lost Customer
